filename,full_path,source_type,competition,season,rows,columns,row_groups,size_mb,modified_utc,sha256,status,error
clubelo__fixtures__2026_07_31.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\clubelo__fixtures__2026_07_31.parquet,clubelo,fixtures 2026 07 31,,77,8,1,0.009,2026-07-31T14:09:31.107747793+00:00,7cb8aea949ebb5887afecf984de4bdbd4ae94f665015bad7c2ceb9da2b9c7f58,ok,
clubelo__global__2026_07_31.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\clubelo__global__2026_07_31.parquet,clubelo,global 2026 07 31,,589,8,1,0.018,2026-07-31T14:09:30.370664120+00:00,2686c52f75eee5d587e266c5d00703a1031f94d69a91bf078a115eb25cd9df85,ok,
sofascore__England_EFL_Championship__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__England_EFL_Championship__2023_2024.parquet,sofascore_season,England EFL Championship,2023-2024,706,117,1,0.209,2026-07-28T04:55:02.478949070+00:00,f63f9c0adaa610af26babe2cf69aa52dc10770c7733e4f5f9eab06cef8c9c99a,ok,
sofascore__England_EFL_Championship__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__England_EFL_Championship__2024_2025.parquet,sofascore_season,England EFL Championship,2024-2025,737,117,1,0.212,2026-07-28T04:54:48.484709501+00:00,4e98bd6d453037181b4c515c5bc7d6be397af17fd478f4eb6c64504fb1296a3f,ok,
sofascore__England_EFL_Championship__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__England_EFL_Championship__2025_2026.parquet,sofascore_season,England EFL Championship,2025-2026,748,117,1,0.216,2026-07-28T04:54:34.274895191+00:00,52f95d1f207ab8e8699e92d6236ad70a1bdcceec8581fb9b0cff3eb20e2c5358,ok,
sofascore__England_Premier_League__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__England_Premier_League__2023_2024.parquet,sofascore_season,England Premier League,2023-2024,570,117,1,0.186,2026-07-28T04:49:15.371072769+00:00,131473ba53d7fc2c1247027c6ce6a0c01d91ac5adc65378cbb0e6e25404e8322,ok,
sofascore__England_Premier_League__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__England_Premier_League__2024_2025.parquet,sofascore_season,England Premier League,2024-2025,562,117,1,0.183,2026-07-28T04:49:04.357026100+00:00,274baaedf7d7ed431895e1a2f7911cb99067748ac5f56388b8b2e17488836e19,ok,
sofascore__England_Premier_League__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__England_Premier_League__2025_2026.parquet,sofascore_season,England Premier League,2025-2026,537,117,1,0.181,2026-07-28T04:48:53.252634048+00:00,558126b64cb1da89d7be72f262a434a3853a3683a3c34d91592e69f29d50494a,ok,
sofascore__France_Ligue_1__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__France_Ligue_1__2023_2024.parquet,sofascore_season,France Ligue 1,2023-2024,525,117,1,0.174,2026-07-28T04:51:31.393549919+00:00,701f4ec02f75c8135270a0a6da06e4f9aafb26fd1fdc41e92b04fba479d85d91,ok,
sofascore__France_Ligue_1__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__France_Ligue_1__2024_2025.parquet,sofascore_season,France Ligue 1,2024-2025,542,117,1,0.175,2026-07-28T04:51:20.299431324+00:00,7a2e588cfbf857bede7a4c44c712f0b6a91ee5797d588871657aa1d2861708cf,ok,
sofascore__France_Ligue_1__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__France_Ligue_1__2025_2026.parquet,sofascore_season,France Ligue 1,2025-2026,551,117,1,0.177,2026-07-28T04:51:09.220881701+00:00,99ff60896474347b53bd9e5a2b6122f46adff1f0ba3180a128c69ded6365e573,ok,
sofascore__Germany_Bundesliga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Germany_Bundesliga__2023_2024.parquet,sofascore_season,Germany Bundesliga,2023-2024,494,117,1,0.171,2026-07-28T04:50:20.440720797+00:00,e9afdc46e2d6fca50bd83e42dbe67813334570b0762b6a15dd0501ded9c309d6,ok,
sofascore__Germany_Bundesliga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Germany_Bundesliga__2024_2025.parquet,sofascore_season,Germany Bundesliga,2024-2025,481,117,1,0.169,2026-07-28T04:50:10.831727982+00:00,ad24d7cf72628d1e328f41be3d1bc29b0428ccba7050a8c88874bc466283089b,ok,
sofascore__Germany_Bundesliga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Germany_Bundesliga__2025_2026.parquet,sofascore_season,Germany Bundesliga,2025-2026,499,117,1,0.172,2026-07-28T04:50:01.226495743+00:00,ee1624d951517f0d59dbabb706384fdc36f35f146e9431fbd9dde7a5eed83411,ok,
sofascore__Italy_Serie_A__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Italy_Serie_A__2023_2024.parquet,sofascore_season,Italy Serie A,2023-2024,591,117,1,0.185,2026-07-28T04:50:56.940863371+00:00,6c39b4826a373a455a680d1d150ece8c0126d459e623b7a4b17ab70becf270e8,ok,
sofascore__Italy_Serie_A__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Italy_Serie_A__2024_2025.parquet,sofascore_season,Italy Serie A,2024-2025,600,117,1,0.186,2026-07-28T04:50:43.713398218+00:00,9e4eab419ce504dcef8ea0d505eac34b252198259522d423e2b5a70becf7665b,ok,
sofascore__Italy_Serie_A__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Italy_Serie_A__2025_2026.parquet,sofascore_season,Italy Serie A,2025-2026,586,117,1,0.186,2026-07-28T04:50:32.596423388+00:00,3686597de60eb25913988f7b41ab41dbbb202273ef55449fd2ef20db1eb161ae,ok,
sofascore__Netherlands_Eredivisie__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Netherlands_Eredivisie__2023_2024.parquet,sofascore_season,Netherlands Eredivisie,2023-2024,516,117,1,0.174,2026-07-28T04:52:05.597031593+00:00,7d03dda97467dd64f89e1fc4ed6202285aa1952a8d790e164c78d440992e1266,ok,
sofascore__Netherlands_Eredivisie__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Netherlands_Eredivisie__2024_2025.parquet,sofascore_season,Netherlands Eredivisie,2024-2025,520,117,1,0.173,2026-07-28T04:51:54.620924950+00:00,4482063688bbbf42151451e4ace06d289e8c78a105a43ee623d736c211cfe819,ok,
sofascore__Netherlands_Eredivisie__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Netherlands_Eredivisie__2025_2026.parquet,sofascore_season,Netherlands Eredivisie,2025-2026,531,117,1,0.176,2026-07-28T04:51:43.618961573+00:00,12df8e446b69b87f914f47db6eb508a83f483d2e988b4d6157b449638ec985dd,ok,
sofascore__Portugal_Primeira_Liga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Portugal_Primeira_Liga__2023_2024.parquet,sofascore_season,Portugal Primeira Liga,2023-2024,526,117,1,0.173,2026-07-28T04:52:39.971736908+00:00,dba4a7f96ee09ff7ee182e3a594bf31a27fad44598759cfbd449c8522695c2f9,ok,
sofascore__Portugal_Primeira_Liga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Portugal_Primeira_Liga__2024_2025.parquet,sofascore_season,Portugal Primeira Liga,2024-2025,568,117,1,0.175,2026-07-28T04:52:29.018902779+00:00,7494255c0638971958f3baf3e82798e9e63e471e046f83254f60dde1d43b1ee2,ok,
sofascore__Portugal_Primeira_Liga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Portugal_Primeira_Liga__2025_2026.parquet,sofascore_season,Portugal Primeira Liga,2025-2026,574,117,1,0.178,2026-07-28T04:52:17.939641714+00:00,c0d0d20de2f81807553a1dc255245756bc038124b2221d526552abae476197d3,ok,
sofascore__Spain_La_Liga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Spain_La_Liga__2023_2024.parquet,sofascore_season,Spain La Liga,2023-2024,598,117,1,0.186,2026-07-28T04:49:50.270277262+00:00,743f111f1cb423bb1e0bf5ca76fdf4920e339364a887efd059b5fc890b0e46f0,ok,
sofascore__Spain_La_Liga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Spain_La_Liga__2024_2025.parquet,sofascore_season,Spain La Liga,2024-2025,589,117,1,0.184,2026-07-28T04:49:39.096960783+00:00,13173fc1b3cb23af34189bc3cb03373057b975b5e4171422ca0a6154842c89b9,ok,
sofascore__Spain_La_Liga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__Spain_La_Liga__2025_2026.parquet,sofascore_season,Spain La Liga,2025-2026,600,117,1,0.186,2026-07-28T04:49:27.799516201+00:00,a988fc748a3544d396ee9ee98e6bbcf038181719e87e006787ff218fe31e50ed,ok,
sofascore__UEFA_Champions_League__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__UEFA_Champions_League__2023_2024.parquet,sofascore_season,UEFA Champions League,2023-2024,724,117,1,0.171,2026-07-28T04:53:26.611982346+00:00,fe22c2427b6d9790ee1309a25b0e83a3b040e5477923ce1d0a542f5fa00e55a0,ok,
sofascore__UEFA_Champions_League__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__UEFA_Champions_League__2024_2025.parquet,sofascore_season,UEFA Champions League,2024-2025,879,117,1,0.196,2026-07-28T04:53:12.596438885+00:00,cec13a0cba61299e9d6f579cbd96cacc8f0e85b7a26f93782617523f8c76aa6a,ok,
sofascore__UEFA_Champions_League__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__UEFA_Champions_League__2025_2026.parquet,sofascore_season,UEFA Champions League,2025-2026,878,117,1,0.198,2026-07-28T04:52:56.928850889+00:00,bc2edef929486a4dad6100dd51e41e2520def2e1e088ed3fefe799458d50826d,ok,
sofascore__UEFA_Europa_League__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__UEFA_Europa_League__2023_2024.parquet,sofascore_season,UEFA Europa League,2023-2024,909,117,1,0.189,2026-07-28T04:54:19.053074598+00:00,53ca32dc404ecc42f6da9c7639a7b6410a31af7c1976e66d364687511880e3a7,ok,
sofascore__UEFA_Europa_League__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__UEFA_Europa_League__2024_2025.parquet,sofascore_season,UEFA Europa League,2024-2025,912,117,1,0.199,2026-07-28T04:54:01.915036917+00:00,ce64823a895a8dd3ee6f53768d11bb71b0677a425e3f6047ff86dbec32c25005,ok,
sofascore__UEFA_Europa_League__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore__UEFA_Europa_League__2025_2026.parquet,sofascore_season,UEFA Europa League,2025-2026,920,117,1,0.198,2026-07-28T04:53:44.882056952+00:00,56ae8da7ac551f3a6d20f4491ff82ceaa9a9750a767d7d73a6c9f1d791c9d055,ok,
sofascore_match_info__England_EFL_Championship__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__England_EFL_Championship__2023_2024.parquet,sofascore_match_info,England EFL Championship,2023-2024,557,9,1,0.013,2026-07-28T05:03:54.339251995+00:00,1c13be93be1487f0c6aec10379e33a80e2647faf18c74af0dc5caead59323ded,ok,
sofascore_match_info__England_EFL_Championship__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__England_EFL_Championship__2024_2025.parquet,sofascore_match_info,England EFL Championship,2024-2025,557,9,1,0.013,2026-07-28T05:03:28.223159313+00:00,03f96ec466ab31df2028da5752b22d9f2ea1506ffe4838fff6a9ea2b8a87c628,ok,
sofascore_match_info__England_EFL_Championship__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__England_EFL_Championship__2025_2026.parquet,sofascore_match_info,England EFL Championship,2025-2026,557,9,1,0.013,2026-07-28T05:03:01.956580400+00:00,73ab3f19a27f76106e44c4eb74a0b57c9afcf117bb7c6ceef60fd15d132069e3,ok,
sofascore_match_info__England_Premier_League__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__England_Premier_League__2023_2024.parquet,sofascore_match_info,England Premier League,2023-2024,380,9,1,0.011,2026-07-28T04:56:00.120797157+00:00,8ab75cdf617fb4f2d493beff06d3d518d0b06d5e4896a66dcc73177fce8ec631,ok,
sofascore_match_info__England_Premier_League__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__England_Premier_League__2024_2025.parquet,sofascore_match_info,England Premier League,2024-2025,380,9,1,0.011,2026-07-28T04:55:41.549405575+00:00,2206c673dda40f272bd8e00446cb2ba8c640df3917e5f1ac3ce98c591000dc23,ok,
sofascore_match_info__England_Premier_League__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__England_Premier_League__2025_2026.parquet,sofascore_match_info,England Premier League,2025-2026,380,9,1,0.011,2026-07-28T04:55:23.252305508+00:00,bda5884c754c09c316e60d0b17318ead5d07514995db64074cd5c1574a896321,ok,
sofascore_match_info__France_Ligue_1__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__France_Ligue_1__2023_2024.parquet,sofascore_match_info,France Ligue 1,2023-2024,310,9,1,0.01,2026-07-28T04:59:32.036108732+00:00,324b358d2e6342084d576798020206847f22bb2c374254044dcf6203360bcdcd,ok,
sofascore_match_info__France_Ligue_1__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__France_Ligue_1__2024_2025.parquet,sofascore_match_info,France Ligue 1,2024-2025,310,9,1,0.011,2026-07-28T04:59:16.095773220+00:00,9fb2daf93f1173b98610630fe36fe6fc31857bdb7a1ef3441277a5a92f6eb9f0,ok,
sofascore_match_info__France_Ligue_1__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__France_Ligue_1__2025_2026.parquet,sofascore_match_info,France Ligue 1,2025-2026,309,9,1,0.01,2026-07-28T04:59:00.290004015+00:00,1cd9912e406c1037a0ac37e6daf06730ddbb29a8509834acf5d678cbeb0bd8c0,ok,
sofascore_match_info__Germany_Bundesliga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Germany_Bundesliga__2023_2024.parquet,sofascore_match_info,Germany Bundesliga,2023-2024,308,9,1,0.01,2026-07-28T04:57:46.534340382+00:00,15b9387d858587c3fca9291b9bffeed7ae224e91807051535e80f03b7951423c,ok,
sofascore_match_info__Germany_Bundesliga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Germany_Bundesliga__2024_2025.parquet,sofascore_match_info,Germany Bundesliga,2024-2025,308,9,1,0.01,2026-07-28T04:57:30.317014933+00:00,7c4faa046c5d6325835bfcb33ee486f39be8dd48309f828a24e4c1922216a3c3,ok,
sofascore_match_info__Germany_Bundesliga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Germany_Bundesliga__2025_2026.parquet,sofascore_match_info,Germany Bundesliga,2025-2026,308,9,1,0.01,2026-07-28T04:57:14.434267521+00:00,cd524c9b6ebc5a877c7dffa292bd0fd5a21b17f66d95bb7a579154cccc78f65b,ok,
sofascore_match_info__Italy_Serie_A__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Italy_Serie_A__2023_2024.parquet,sofascore_match_info,Italy Serie A,2023-2024,380,9,1,0.011,2026-07-28T04:58:43.049011469+00:00,9b607208e5a002f58857f09a56f0ccc325de21bdd550e9a3a55e43d2fde76692,ok,
sofascore_match_info__Italy_Serie_A__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Italy_Serie_A__2024_2025.parquet,sofascore_match_info,Italy Serie A,2024-2025,380,9,1,0.011,2026-07-28T04:58:24.692735910+00:00,ac603788fd7109a289811d75bc3eec684e47d6f4e4bce89cdd6a45e240bbbfe8,ok,
sofascore_match_info__Italy_Serie_A__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Italy_Serie_A__2025_2026.parquet,sofascore_match_info,Italy Serie A,2025-2026,380,9,1,0.011,2026-07-28T04:58:06.394295692+00:00,de7eff731183641f14584b88fb7fd6a7ba2941a1299d1eeee80e9e85ce5bc042,ok,
sofascore_match_info__Netherlands_Eredivisie__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Netherlands_Eredivisie__2023_2024.parquet,sofascore_match_info,Netherlands Eredivisie,2023-2024,321,9,1,0.011,2026-07-28T05:00:21.425277472+00:00,c4fd5ae4f6ff9f222e3b885c90934012111a48589e2884a366665e1a83ef2abd,ok,
sofascore_match_info__Netherlands_Eredivisie__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Netherlands_Eredivisie__2024_2025.parquet,sofascore_match_info,Netherlands Eredivisie,2024-2025,321,9,1,0.011,2026-07-28T05:00:05.440112591+00:00,a1345d7d3daf153e63c7bfc2f16a9afe32b1c217b0ceb74d8124930a8ef49454,ok,
sofascore_match_info__Netherlands_Eredivisie__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Netherlands_Eredivisie__2025_2026.parquet,sofascore_match_info,Netherlands Eredivisie,2025-2026,321,9,1,0.011,2026-07-28T04:59:49.383935452+00:00,d0b515c60380b2cca3e391d9e00f069dfef1a787c3b53c0d83314b49343bf3c2,ok,
sofascore_match_info__Portugal_Primeira_Liga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Portugal_Primeira_Liga__2023_2024.parquet,sofascore_match_info,Portugal Primeira Liga,2023-2024,308,9,1,0.011,2026-07-28T05:01:11.346691132+00:00,6f467c9e93fb550d49731fc59f4a0b452153034b0a36d3265d8f5390e7b221eb,ok,
sofascore_match_info__Portugal_Primeira_Liga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Portugal_Primeira_Liga__2024_2025.parquet,sofascore_match_info,Portugal Primeira Liga,2024-2025,308,9,1,0.011,2026-07-28T05:00:54.800328255+00:00,4564be7e070c8e74a8b48c88f8342d38e399a6be9d70cea375ede9069df41e5c,ok,
sofascore_match_info__Portugal_Primeira_Liga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Portugal_Primeira_Liga__2025_2026.parquet,sofascore_match_info,Portugal Primeira Liga,2025-2026,308,9,1,0.011,2026-07-28T05:00:38.569951773+00:00,2c3147c78d1afc95aa5ef1fab652cfa8f00c5f309837dd3af92508075b11a077,ok,
sofascore_match_info__Spain_La_Liga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Spain_La_Liga__2023_2024.parquet,sofascore_match_info,Spain La Liga,2023-2024,380,9,1,0.012,2026-07-28T04:56:57.159610748+00:00,66c886a253869121448862d45035ebd9737cdc0335a72b0a348be2a61ead00fc,ok,
sofascore_match_info__Spain_La_Liga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Spain_La_Liga__2024_2025.parquet,sofascore_match_info,Spain La Liga,2024-2025,380,9,1,0.012,2026-07-28T04:56:38.391323328+00:00,9244d9f404fbacb7bd479285fa9678ab61293a5fbe765d3c6af9f9a252b9c024,ok,
sofascore_match_info__Spain_La_Liga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__Spain_La_Liga__2025_2026.parquet,sofascore_match_info,Spain La Liga,2025-2026,380,9,1,0.012,2026-07-28T04:56:19.908049583+00:00,c6d650d90f67b2acfcfe41d219716f0ac24228309aad81a3bc7d30565f4f70a8,ok,
sofascore_match_info__UEFA_Champions_League__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__UEFA_Champions_League__2023_2024.parquet,sofascore_match_info,UEFA Champions League,2023-2024,214,9,1,0.011,2026-07-28T05:01:54.473030806+00:00,3b82f46aef50ac681602d3a9ac76485dbb7a059be065487231465932716848e0,ok,
sofascore_match_info__UEFA_Champions_League__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__UEFA_Champions_League__2024_2025.parquet,sofascore_match_info,UEFA Champions League,2024-2025,279,9,1,0.012,2026-07-28T05:01:42.174549103+00:00,49f276c276d811afa09b5bcfb78512dff743b2a1b8389e2083d6148d9de39bac,ok,
sofascore_match_info__UEFA_Champions_League__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__UEFA_Champions_League__2025_2026.parquet,sofascore_match_info,UEFA Champions League,2025-2026,281,9,1,0.012,2026-07-28T05:01:27.287389994+00:00,96638bec86f95675a02e4ffadee91b0c11abbc400f686c02875ad542bb9f9694,ok,
sofascore_match_info__UEFA_Europa_League__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__UEFA_Europa_League__2023_2024.parquet,sofascore_match_info,UEFA Europa League,2023-2024,175,9,1,0.009,2026-07-28T05:02:33.831131697+00:00,4aaa53985acc01525af5a31bb8b22fec6c2b4d698df0906eee6d5a5008744877,ok,
sofascore_match_info__UEFA_Europa_League__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__UEFA_Europa_League__2024_2025.parquet,sofascore_match_info,UEFA Europa League,2024-2025,269,9,1,0.011,2026-07-28T05:02:23.964724064+00:00,75998df9ea1934803da45201123ce1d2aa17574757fc6d4e11aded43113636cd,ok,
sofascore_match_info__UEFA_Europa_League__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_info__UEFA_Europa_League__2025_2026.parquet,sofascore_match_info,UEFA Europa League,2025-2026,271,9,1,0.011,2026-07-28T05:02:10.429968357+00:00,82c3d478d51dbbf259fcc55c27d8d56906cb73dae150a34758ec3fce0e7e34c6,ok,
sofascore_match_momentum__England_EFL_Championship__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_momentum__England_EFL_Championship__2023_2024.parquet,sofascore_match_momentum,England EFL Championship,2023-2024,50313,5,1,0.064,2026-07-31T14:09:27.222013712+00:00,0d550de19c41d9cdb035f82c2b4db99248ce7eb4255bdd9223f5044de1b2e1cd,ok,
sofascore_match_momentum__England_EFL_Championship__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_momentum__England_EFL_Championship__2024_2025.parquet,sofascore_match_momentum,England EFL Championship,2024-2025,51170,5,1,0.066,2026-07-31T12:46:00.530680656+00:00,4d811e919e93537743b9c537e9b6956f77e2a8d3657000d5d07e12ff8bb0776b,ok,
sofascore_match_momentum__England_EFL_Championship__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_momentum__England_EFL_Championship__2025_2026.parquet,sofascore_match_momentum,England EFL Championship,2025-2026,51179,5,1,0.065,2026-07-31T11:26:24.358606100+00:00,cd482f6ad7fdbd302e814df31e81dc16147da366d5a0cd12c2879208f35cdb6f,ok,
sofascore_match_momentum__England_Premier_League__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_momentum__England_Premier_League__2023_2024.parquet,sofascore_match_momentum,England Premier League,2023-2024,34865,5,1,0.046,2026-07-28T07:42:57.205195189+00:00,ac735daa43ab2281a8310f185421db85801a2f1bbe6a98418b1837f6766e9066,ok,
sofascore_match_momentum__England_Premier_League__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_momentum__England_Premier_League__2024_2025.parquet,sofascore_match_momentum,England Premier League,2024-2025,34861,5,1,0.046,2026-07-28T06:49:24.338821888+00:00,950a001570c17fd94c2522f88b3da7076b3546bbfb4929a8b6becb8153dc2908,ok,
sofascore_match_momentum__England_Premier_League__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_momentum__England_Premier_League__2025_2026.parquet,sofascore_match_momentum,England Premier League,2025-2026,34954,5,1,0.046,2026-07-28T05:56:06.112051725+00:00,d5e6d9ed10c4963a4812ddc4be7da2eddf399f108ec7a80044664e8906408234,ok,
sofascore_match_momentum__France_Ligue_1__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\sofascore_match_momentum__France_Ligue_1__2023_2024.parquet,sofascore_match_momentum,France Ligue 1,2023-2024,28444,5,1,0.039,2026-07-30T20:32:48.172776937+00:00,3c08d81b6a834a47267f6e339edd6ed7e12be425b3a2e2edfec7b62ee4484042,ok,
